Street Address,City,ZIP,Groups With Access Code,Access Days Time,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,Latitude,Longitude,ID,EV Connector Types,Facility Type
2500 Michigan Ave,Santa Monica,90404,Public,24 hours daily,,1,,,34.02746,-118.467346,193291,J1772,
Gymnasium Campus Dr,Fullerton,92831,Public,24 hours daily,,2,,,33.883667,-117.88855,193320,J1772,
800 N State College Blvd,Fullerton,92831,Public,24 hours daily,,1,,,33.883668,-117.888385,193325,J1772,
Gymnasium Campus Dr,Fullerton,92831,Public,24 hours daily,,2,,,33.883663,-117.88843,193326,J1772,
Gymnasium Campus Dr,Fullerton,92831,Public,24 hours daily,,2,,,33.883663,-117.88872,193327,J1772,
Gymnasium Campus Dr,Fullerton,92831,Public,24 hours daily,,2,,,33.883667,-117.88826,193328,J1772,
Gymnasium Campus Dr,Fullerton,92831,Public,24 hours daily,,2,,,33.883663,-117.8885,193329,J1772,
Gymnasium Campus Dr,Fullerton,92831,Public,24 hours daily,,2,,,33.883663,-117.8886,193330,J1772,
Gymnasium Campus Dr,Fullerton,92831,Public,24 hours daily,,2,,,33.883663,-117.888664,193331,J1772,
Gymnasium Campus Dr,Fullerton,92831,Public,24 hours daily,,2,,,33.883649,-117.888813,193332,J1772,
646 S Olive St,Los Angeles,90014,Public,24 hours daily,,1,,,34.046956,-118.254963,193348,J1772,
644 S Olive St,Los Angeles,90014,Public,24 hours daily,,1,,,34.04693,-118.254822,193349,J1772,
646 S Olive St,Los Angeles,90014,Public,24 hours daily,,1,,,34.046894,-118.254929,193350,J1772,
644 S Olive St,Los Angeles,90014,Public,24 hours daily,,1,,,34.046956,-118.254929,193351,J1772,
644 S Olive St,Los Angeles,90014,Public,24 hours daily,,1,,,34.046955,-118.25493,193352,J1772,
12340 El Camino Real,San Diego,92130,Public,24 hours daily,,1,,,32.940964,-117.241291,193360,J1772,
20 N San Pedro Road,San Rafael,94903,Public,24 hours daily,,2,,,37.99485,-122.528659,193378,J1772,
De La Salle Dr,Moraga,94556,Public,24 hours daily,,2,,,37.842473,-122.108806,193381,J1772,
St Marys Pkwy,Moraga,94556,Public,24 hours daily,,2,,,37.84243,-122.108838,193382,J1772,
St Marys Pkwy,Moraga,94556,Public,24 hours daily,,2,,,37.842354,-122.10891,193383,J1772,
St Marys Pkwy,Moraga,94556,Public,24 hours daily,,2,,,37.842395,-122.108875,193384,J1772,
De La Salle Dr,Moraga,94556,Public,24 hours daily,,2,,,37.842508,-122.108773,193385,J1772,
St Marys Pkwy,Moraga,94556,Public,24 hours daily,,1,,,37.842314,-122.108952,193386,J1772,
24035 El Toro Rd,Laguna Hills,92653,Public,24 hours daily,,2,,,33.613297,-117.71203,193393,J1772,
24035 El Toro Rd,Laguna Hills,92653,Public,24 hours daily,,2,,,33.613243,-117.71203,193402,J1772,
400 N McCarthy Blvd,Milpitas,95035,Public,24 hours daily,,2,,,37.433304,-121.92146,193405,J1772,
2016 Sawtelle Blvd,Los Angeles,90025,Public,24 hours daily,,1,,,34.0405411,-118.4431868,193407,J1772,
1201 pine st,Oakland,94607,Public,24 hours daily,,1,,,37.812535,-122.300898,193432,J1772,
3044 Sacramento St,Placerville,95667,Public,24 hours daily,,,4,,38.726878,-120.803028,193453,CHADEMO J1772COMBO,
223 E Betteravia Rd,Santa Maria,93454,Public,24 hours daily,,,4,,34.922366,-120.433034,193454,CHADEMO J1772COMBO,
180 Jefferson Dr,Menlo Park,94025,Public,24 hours daily,,1,,,37.48092,-122.171012,193458,J1772,
Barona Rd,Lakeside,92040,Public,24 hours daily,,2,,,32.939504,-116.875526,193459,J1772,
1201 Pine St,Oakland,94607,Public,24 hours daily,,2,,,37.812656,-122.300748,193463,J1772,
1201 Pine St,Oakland,94607,Public,24 hours daily,,2,,,37.8125,-122.300409,193464,J1772,
3100 Baldwin Park Blvd,Baldwin Park,91706,Public,24 hours daily,,,4,,34.070709,-117.978247,193472,CHADEMO J1772COMBO,
200 Jefferson Dr,Menlo Park,94025,Public,24 hours daily,,2,,,37.480128,-122.169479,193478,J1772,
200 Jefferson Dr,Menlo Park,94025,Public,24 hours daily,,2,,,37.480045,-122.169592,193479,J1772,
200 Jefferson Dr,Menlo Park,94025,Public,24 hours daily,,2,,,37.480081,-122.169548,193480,J1772,
200 Jefferson Dr,Menlo Park,94025,Public,24 hours daily,,2,,,37.479998,-122.169664,193481,J1772,
495 Morro Bay Blvd,Morro Bay,93442,Public,24 hours daily,,2,,,35.366223,-120.847887,193492,J1772,
312 Airport Blvd.,Burlingame,94010,Public,24 hours daily,,2,,,37.589623,-122.335395,193523,J1772,
322 Airport Blvd.,Burlingame,94010,Public,24 hours daily,,2,,,37.590386,-122.335623,193524,J1772,
312 Airport Blvd.,Burlingame,94010,Public,24 hours daily,,2,,,37.589613,-122.335487,193525,J1772,
312 Airport Blvd.,Burlingame,94010,Public,24 hours daily,,2,,,37.589619,-122.335578,193526,J1772,
322 Airport Blvd.,Burlingame,94010,Public,24 hours daily,,2,,,37.590389,-122.335508,193527,J1772,
322 Airport Blvd.,Burlingame,94010,Public,24 hours daily,,2,,,37.590401,-122.335509,193528,J1772,
322 Airport Blvd.,Burlingame,94010,Public,24 hours daily,,2,,,37.590406,-122.335621,193529,J1772,
312 Airport Blvd.,Burlingame,94010,Public,24 hours daily,,2,,,37.589619,-122.335671,193530,J1772,
322 Airport Blvd.,Burlingame,94010,Public,24 hours daily,,1,,,37.590247,-122.336065,193531,J1772,
322 Airport Blvd.,Burlingame,94010,Public,24 hours daily,,1,,,37.590246,-122.335952,193532,J1772,
180 Jefferson Dr,Menlo Park,94025,Public,24 hours daily,,1,,,37.480875,-122.170901,193565,J1772,
100 Community Pl,Crownsville,21032,Public,24 hours daily,,2,1,,39.025902,-76.607371,193583,CHADEMO J1772 J1772COMBO,
400 Broadway St,Chico,95928,Public,24 hours daily,,,4,,39.727655,-121.840335,193585,CHADEMO J1772COMBO,
504 Redwood Blvd,Novato,94947,Public,24 hours daily,,2,,,38.073433,-122.542206,193594,J1772,
888 Ridge Valley,Irvine,92618,Public,24 hours daily,,2,,,33.677082,-117.744839,193610,J1772,
9336 Washington Blvd,Culver City,90232,Public,24 hours daily,,2,,,34.024102,-118.393628,193652,J1772,
9336 Washington Blvd,Culver City,90232,Public,24 hours daily,,2,,,34.024086,-118.393617,193653,J1772,
9336 Washington Blvd,Culver City,90232,Public,24 hours daily,,2,,,34.024067,-118.393607,193654,J1772,
9336 Washington Blvd,Culver City,90232,Public,24 hours daily,,2,,,34.024427,-118.392913,193655,J1772,
2751 Skypark drive,Torrance,90505,Public,24 hours daily,,2,,,33.805819,-118.33356,193669,J1772,
2751 Skypark drive,Torrance,90505,Public,24 hours daily,,2,,,33.805824,-118.333703,193670,J1772,
2751 Skypark drive,Torrance,90505,Public,24 hours daily,,2,,,33.805818,-118.333701,193671,J1772,
2751 Skypark drive,Torrance,90505,Public,24 hours daily,,2,,,33.805825,-118.33387,193672,J1772,
2751 Skypark Drive Torrance,Torrance,90505,Public,24 hours daily,,2,,,33.805821,-118.333936,193673,J1772,
2751 Skypark drive,Torrance,90505,Public,24 hours daily,,2,,,33.805818,-118.333819,193674,J1772,
2751 Skypark Dr,Torrance,90505,Public,24 hours daily,,2,,,33.804887,-118.3349,193675,J1772,
2751 Skypark Dr,Torrance,90505,Public,24 hours daily,,2,,,33.804902,-118.335112,193676,J1772,
2751 Skypark Dr,Torrance,90505,Public,24 hours daily,,2,,,33.804895,-118.334997,193677,J1772,
2751 Skypark Dr,Torrance,90505,Public,24 hours daily,,2,,,33.804907,-118.335163,193678,J1772,
2751 Skypark Dr,Torrance,90505,Public,24 hours daily,,2,,,33.804882,-118.334771,193679,J1772,
2751 Skypark Dr,Torrance,90505,Public,24 hours daily,,2,,,33.80484,-118.334659,193680,J1772,
2751 Skypark Dr,Torrance,90505,Public,24 hours daily,,2,,,33.804864,-118.334739,193681,J1772,
2751 Skypark drive Torrance,Torrance,90505,Public,24 hours daily,,2,,,33.805854,-118.333935,193682,J1772,
700 W 36th St,Los Angeles,90007,Public,24 hours daily,,2,,,34.019738,-118.283747,193719,J1772,
700 W 36th St,Los Angeles,90007,Public,24 hours daily,,2,,,34.019776,-118.283815,193720,J1772,
10707 Valley Mall,El Monte,91731,Public,24 hours daily,,2,,,34.076163,-118.039772,193729,J1772,
400 Mace Blvd,Davis,95618,Public,24 hours daily,,,1,,38.550057,-121.694023,193746,CHADEMO J1772COMBO,
6200 Variel Ave,Los Angeles,91367,Public,24 hours daily,,1,,,34.183616,-118.592058,193798,J1772,
3700 S Susan St,Santa Ana,92704,Public,24 hours daily,,1,,,33.697409,-117.913784,193810,J1772,
2256 Colorado Blvd,Los Angeles,90041,Public,24 hours daily,,1,,,34.139225,-118.215466,193811,J1772,
787 Alameda St,Los Angeles,90021,Public,24 hours daily,,2,,,34.033412,-118.240892,193834,J1772,
787 Alameda St,Los Angeles,90021,Public,24 hours daily,,2,,,34.033548,-118.240805,193871,J1772,
4100 innovation dr,Sacramento,95834,Public,24 hours daily,,2,,,38.645502,-121.511313,193875,J1772,
58 N 1st St,Campbell,95008,Public,24 hours daily,,2,,,37.287681,-121.944759,193937,J1772,
750 Moffett Blvd,Mountain View,94043,Public,24 hours daily,,2,,,37.407057,-122.068041,193942,J1772,
750 Moffett Blvd,Mountain View,94043,Public,24 hours daily,,2,,,37.406932,-122.067953,193946,J1772,
750 Moffett Blvd,Mountain View,94043,Public,24 hours daily,,2,,,37.406963,-122.067964,193947,J1772,
750 Moffett Blvd,Mountain View,94043,Public,24 hours daily,,2,,,37.407075,-122.067981,193948,J1772,
750 Moffett Blvd,Mountain View,94043,Public,24 hours daily,,2,,,37.406979,-122.067961,193949,J1772,
750 Moffett Blvd,Mountain View,94043,Public,24 hours daily,,2,,,37.406968,-122.06797,193950,J1772,
5100 Sierra College Blvd.,Rocklin,95677,Public,24 hours daily,,2,,,38.792838,-121.210079,193955,J1772,
5100 Sierra College Blvd.,Rocklin,95677,Public,24 hours daily,,2,,,38.792858,-121.210193,193956,J1772,
5100 Sierra College Blvd.,Rocklin,95677,Public,24 hours daily,,2,,,38.792882,-121.210092,193957,J1772,
5100 Sierra College Blvd.,Rocklin,95677,Public,24 hours daily,,2,,,38.792917,-121.210199,193958,J1772,
5100 Sierra College Blvd.,Rocklin,95677,Public,24 hours daily,,2,,,38.792896,-121.210073,193959,J1772,
5100 Sierra College Blvd.,Rocklin,95677,Public,24 hours daily,,2,,,38.792792,-121.209934,193960,J1772,
5100 Sierra College Blvd.,Rocklin,95677,Public,24 hours daily,,2,,,38.79291,-121.210068,193961,J1772,
5100 Sierra College Blvd.,Rocklin,95677,Public,24 hours daily,,2,,,38.792882,-121.210048,193962,J1772,
5100 Sierra College Blvd.,Rocklin,95677,Public,24 hours daily,,2,,,38.792912,-121.210155,193963,J1772,
2900 Buck Owens Blvd,Bakersfield,93308,Private,24 hours daily; employees only,,8,,,35.386137,-119.042989,193970,J1772,OFFICE_BLDG
5000 East Entrance Rd,Paicines,95043,Public,24 hours daily,,2,,,36.49369941140128,-121.1465023859063,193975,J1772,NATL_PARK
10921 CA-140,El Portal,95318,Public,24 hours daily,,2,,,37.6749194532419,-119.781575102037,193976,J1772,NATL_PARK
9006 Yosemite Lodge Dr,Yosemite National Park,95389,Public,24 hours daily,,4,,,37.743182,-119.597748,193977,J1772,NATL_PARK
200 Marina Parkway,San Diego,92101,Private,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,7,,,32.703594,-117.164101,193983,J1772,
6200 Hollywood Boulevard,Los Angeles,90028,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,8,,,34.1015047,-118.3246403,193987,J1772,
2 Jenner,Irvine,92618,Public,24 hours daily,,1,,,33.655202,-117.766357,193989,J1772,
2 Jenner,Irvine,92618,Public,24 hours daily,,1,,,33.655202,-117.766306,193990,J1772,
260 King St,San Francisco,94107,Public,24 hours daily,,2,,,37.777363,-122.393357,193995,J1772,
260 King St,San Francisco,94107,Public,24 hours daily,,2,,,37.777624,-122.393843,193996,J1772,
260 King St,San Francisco,94107,Public,24 hours daily,,2,,,37.777768,-122.393867,193997,J1772,
260 King St,San Francisco,94107,Public,24 hours daily,,2,,,37.777577,-122.393677,193998,J1772,
260 King St,San Francisco,94107,Public,24 hours daily,,2,,,37.777766,-122.393835,193999,J1772,
260 King St,San Francisco,94107,Public,24 hours daily,,2,,,37.777766,-122.39395,194000,J1772,
260 King St,San Francisco,94107,Public,24 hours daily,,2,,,37.777544,-122.393832,194001,J1772,
260 King St,San Francisco,94107,Public,24 hours daily,,2,,,37.777643,-122.393738,194002,J1772,
260 King St,San Francisco,94107,Public,24 hours daily,,2,,,37.777779,-122.393854,194003,J1772,
260 King St,San Francisco,94107,Public,24 hours daily,,2,,,37.777777,-122.393915,194004,J1772,
250 King St,San Francisco,94107,Public,24 hours daily,,2,,,37.778093,-122.393301,194005,J1772,
250 King St,San Francisco,94107,Public,24 hours daily,,2,,,37.778105,-122.39314,194006,J1772,
250 King St,San Francisco,94107,Public,24 hours daily,,2,,,37.778109,-122.393229,194007,J1772,
250 King St,San Francisco,94107,Public,24 hours daily,,2,,,37.778097,-122.393269,194008,J1772,
250 King St,San Francisco,94107,Public,24 hours daily,,2,,,37.778146,-122.393325,194009,J1772,
250 King St,San Francisco,94107,Public,24 hours daily,,2,,,37.778129,-122.393355,194010,J1772,
250 King St,San Francisco,94107,Public,24 hours daily,,2,,,37.778122,-122.393202,194011,J1772,
250 King St,San Francisco,94107,Public,24 hours daily,,2,,,37.778141,-122.393269,194012,J1772,
250 King St,San Francisco,94107,Public,24 hours daily,,2,,,37.77819,-122.39314,194013,J1772,
250 King St,San Francisco,94107,Public,24 hours daily,,2,,,37.778122,-122.393419,194014,J1772,
7590 Dogwood Ln,Yosemite West,95389,Public,24 hours daily,,4,,,37.743182,-119.597748,194029,J1772,NATL_PARK
18558 Gale Avenue,City of Industry,91748,Public,24 hours daily; for Tesla use only,,,20,,33.994487,-117.899717,194065,TESLA,SHOPPING_CENTER
30515 Temecula Parkway,Temecula,92592,Public,24 hours daily; for Tesla use only,,,8,,33.475149,-117.12932,194068,TESLA,GAS_STATION
8251 Mira Mesa Boulevard,San Diego,92126,Public,24 hours daily; for Tesla use only,,,16,,32.911788,-117.145678,194069,TESLA,SHOPPING_CENTER
100 Citadel Drive,Commerce,90040,Public,24 hours daily; for Tesla use only,,,20,,34.007148,-118.149783,194071,TESLA,SHOPPING_MALL
13920 City Center Drive,Chino Hills,91709,Public,24 hours daily; for Tesla use only,,,16,,34.002241,-117.731178,194075,TESLA,SHOPPING_CENTER
140 W Valley Blvd,San Gabriel,91776,Public,24 hours daily; for Tesla use only,,,20,,34.07742,-118.100073,194083,TESLA,SHOPPING_CENTER
7965 North Blackstone Avenue,Fresno,93720,Public,24 hours daily; for Tesla use only,,,8,,36.850298,-119.791291,194087,TESLA,SHOPPING_MALL
5620 Paseo Del Norte,Carlsbad,92008,Public,24 hours daily; for Tesla use only,,,16,,33.12482,-117.319244,194089,TESLA,SHOPPING_CENTER
563 Grand Avenue,San Marcos,92069,Public,24 hours daily; for Tesla use only,,,20,,33.136529,-117.175992,194090,TESLA,SHOPPING_CENTER
2090 Hilltop Circle,Roseville,95747,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,3,,,38.7299658,-121.3198786,194091,J1772,
25800 Carlos Bee Blvd,Hayward,94542,Public,24 hours daily,,2,,,37.65589,-122.057752,194093,J1772,
600 La Terraza Blvd,Escondido,92025,Public,24 hours daily,,2,,,33.111974,-117.095519,194101,J1772,
300 S Santa Fe Ave,Los Angeles,90013,Public,24 hours daily,,2,,,34.045564,-118.232389,194118,J1772,
100 S Santa Fe Ave,Los Angeles,90013,Public,24 hours daily,,2,,,34.045456,-118.232429,194119,J1772,
2053 N Hale Ave,Fullerton,92831,Public,24 hours daily,,2,,,33.880524,-117.894774,194136,J1772,
2053 N Hale Ave,Fullerton,92831,Public,24 hours daily,,2,,,33.880509,-117.894764,194137,J1772,
7475 Camino Arroyo,Gilroy,95020,Public,24 hours daily,,2,,,37.011143,-121.557101,194155,J1772,
7475 Camino Arroyo,Gilroy,95020,Public,24 hours daily,,2,,,37.011135,-121.557015,194156,J1772,
23 Service Rd,Walnut,91789,Public,Mon 5:00am - 11:00pm; Tue 5:00am - 11:00pm; Wed 5:00am - 11:00pm; Thu 5:00am - 11:00pm; Fri 5:00am - 11:00pm; Sat 5:00am - 11:00pm; Sun 5:00am - 11:00pm,,1,,,34.045717,-117.839405,194173,J1772,
550 E Weddell Dr,Sunnyvale,94089,Public,24 hours daily,,2,,,37.397729,-122.012784,194206,J1772,
200 W Arbor Street  Dove Street,San Diego,92103,Public,24 hours daily,,2,,,32.753992,-117.167589,194207,J1772,
777 San Manuel Blvd,Highland,92346,Public,24 hours daily,,2,,,34.150773,-117.229628,194224,J1772,
10700 US-101,Smith River,95567,Public,24 hours daily,,2,2,,41.93302,-124.165032,194237,CHADEMO J1772 J1772COMBO,
900-948 Cijos St,San Rafael,94901,Public,24 hours daily,,2,,,37.971997,-122.525009,194246,J1772,
751 S Bascom Ave,San Jose,95128,Public,24 hours daily,,2,,,37.314439,-121.935617,194247,J1772,
751 S Bascom Ave,San Jose,95128,Public,24 hours daily,,2,,,37.31432,-121.935343,194248,J1772,
751 S Bascom Ave,San Jose,95128,Public,24 hours daily,,2,,,37.314172,-121.935036,194249,J1772,
2220 Moorpark Ave,San Jose,95128,Public,24 hours daily,,2,,,37.315317,-121.934019,194250,J1772,
2220 Moorpark Ave,San Jose,95128,Public,24 hours daily,,2,,,37.315367,-121.934025,194251,J1772,
300 Constitution Dr MPK 23,Menlo Park,94025,Public,24 hours daily,,,1,,37.480919,-122.167815,194252,CHADEMO J1772COMBO,
162 Jefferson Dr MPK 27,Menlo Park,94025,Public,24 hours daily,,,1,,37.480003,-122.173093,194253,CHADEMO J1772COMBO,
162 Jefferson Dr MPK 27,Menlo Park,94025,Public,24 hours daily,,,1,,37.480014,-122.173109,194254,CHADEMO J1772COMBO,
1 Facebook Way,Menlo Park,94025,Public,24 hours daily,,2,,,37.481126,-122.16061,194255,J1772,
541 San Anselmo Ave,San Anselmo,94960,Public,24 hours daily,,2,,,37.974873,-122.563221,194256,J1772,
322 Airport Blvd.,Burlingame,94010,Public,24 hours daily,,2,,,37.590382,-122.335289,194266,J1772,
2297 Sadie Ln,Chico,95928,Public,24 hours daily,,1,,,39.730003,-121.79277,194267,J1772,
2297 Sadie Ln,Chico,95928,Public,24 hours daily,,2,,,39.730064,-121.792656,194268,J1772,
Unnamed Road,Riverside,92507,Public,24 hours daily,,2,,,33.974916,-117.319218,194282,J1772,
Unnamed Road,Riverside,92507,Public,24 hours daily,,2,,,33.974918,-117.319341,194283,J1772,
Big Springs Rd,Riverside,92507,Public,24 hours daily,,2,,,33.974915,-117.318994,194284,J1772,
Big Springs Rd,Riverside,92507,Public,24 hours daily,,2,,,33.974918,-117.319439,194285,J1772,
Unnamed Road,Riverside,92507,Public,24 hours daily,,2,,,33.974916,-117.31911,194286,J1772,
Big Springs Rd,Riverside,92507,Public,24 hours daily,,1,,,33.975024,-117.319574,194287,J1772,
Big Springs Rd,Riverside,92507,Public,24 hours daily,,1,,,33.974973,-117.319573,194288,J1772,
650 California Street,San Francisco,94108,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,2,,,37.792629,-122.405029,194305,J1772,
751 S Bascom Ave,San Jose,95128,Public,24 hours daily,,2,,,37.31406,-121.935051,194310,J1772,
264 Rodriguez St,Watsonville,95076,Public,24 hours daily,,2,,,36.908216,-121.756017,194327,J1772,
720 3rd Ave,Chula Vista,91910,Public - Credit card at all times,24 hours daily,,2,,,32.6269445265733,-117.075263886491,194581,J1772,GROCERY
272 E Via Rancho Pkwy,Escondido,92025,Public - Credit card at all times,24 hours daily,,2,,,33.0713922810317,-117.066930344516,194582,J1772,SHOPPING_MALL
24661 Madison Ave,Murrieta,92562,Public - Credit card at all times,24 hours daily,,2,,,33.5621060930716,-117.20745501074,194583,J1772,SHOPPING_CENTER
22215 El Paseo,Rancho Santa Margarita,92688,Public - Credit card at all times,24 hours daily,,2,,,33.6401501331094,-117.594191823003,194584,J1772,SHOPPING_CENTER
1 N McDonnell Rd,San Francisco,94128,Private,24 hours daily,,8,,,37.6161599,-122.3968687,194594,J1772,AIRPORT
1 N McDonnell Rd,San Francisco,94128,Private,24 hours daily,,8,,,37.6161599,-122.3968687,194595,J1772,AIRPORT
1 N McDonnell Rd,San Francisco,94128,Private,24 hours daily,,4,,,37.6161599,-122.3968687,194596,J1772,AIRPORT
1 N McDonnell Rd,San Francisco,94128,Private,24 hours daily,,6,,,37.6161599,-122.3968687,194597,J1772,AIRPORT
1 N McDonnell Rd,San Francisco,94128,Private,24 hours daily,,4,,,37.6161599,-122.3968687,194598,J1772,AIRPORT
1 N McDonnell Rd,San Francisco,94128,Private,24 hours daily,,8,,,37.6161599,-122.3968687,194599,J1772,AIRPORT
1 N McDonnell Rd,San Francisco,94128,Private,24 hours daily,,8,,,37.6161599,-122.3968687,194600,J1772,AIRPORT
1 N McDonnell Rd,San Francisco,94128,Private,24 hours daily,,6,,,37.6161599,-122.3968687,194601,J1772,AIRPORT
1 N McDonnell Rd,San Francisco,94128,Private,24 hours daily,,8,,,37.6161599,-122.3968687,194602,J1772,AIRPORT
1 N McDonnell Rd,San Francisco,94128,Private,24 hours daily,,8,,,37.6161599,-122.3968687,194603,J1772,AIRPORT
1 N McDonnell Rd,San Francisco,94128,Private,24 hours daily,,8,,,37.6161599,-122.3968687,194604,J1772,AIRPORT
1 N McDonnell Rd,San Francisco,94128,Private,24 hours daily,,4,,,37.6161599,-122.3968687,194605,J1772,AIRPORT
200 Smith Ranch Rd,San Rafael,94903,Public,24 hours daily,,2,,,38.017453,-122.53292,194613,J1772,
15336 Newport Ave,Tustin,92780,Public,24 hours daily,,2,,,33.721301,-117.834338,194616,J1772,
707 Wilshire Blvd,Los Angeles,90017,Public,24 hours daily,,2,,,34.049598,-118.256885,194640,J1772,
201 Railroad Ave.,Winters,95694,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,4,,,38.521294,-121.968018,194657,J1772,
14351 Firestone Blvd,La Mirada,90638,Public,24 hours daily,,2,,,33.88427,-118.025488,194658,J1772,
17500 Laguna Canyon Rd,Irvine,92603,Public,24 hours daily,,1,,,33.647942,-117.76342,194661,J1772,
17500 Laguna Canyon Rd,Irvine,92603,Public,24 hours daily,,1,,,33.648349,-117.76342,194662,J1772,
17240 Laguna Canyon Rd,Irvine,92603,Public,24 hours daily,,2,,,33.648347,-117.763044,194663,J1772,
